source_id,display_name,normalized_name,instagram_handle,instagram_url,raw_category,normalized_source_type,source_role,mvp_relevance,authority_tier,verification_status,duplicate_group,official_website,event_page_url,usual_ticketing_platform,useful_content_types,proposed_scan_priority,access_method_status,last_verified_at,notes
"slut-island-festival","Slut Island Festival","Slut Island Festival","slutisland","https://www.instagram.com/slutisland/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"underdogs-mtl","Underdogs MTL","Underdogs MTL","","","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","","instagram_handle_needs_research"
"appetite-for-music","Appetite for Music","Appetite for Music","","","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","","instagram_handle_needs_research"
"montrealites","Montréalités","Montrealites","","","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","possible-montrealite","","","","posts,reels,stories","high","needs_research","","instagram_handle_needs_research; possible Montrealite/Montrealites similarity; not merged"
"exposition-mtl","Exposition Mtl","Exposition Mtl","","","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","","instagram_handle_needs_research"
"le-bordel-comedie-club","Le Bordel Comédie Club","Le Bordel Comedie Club","lebordelcomedieclub","https://www.instagram.com/lebordelcomedieclub/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"le-terminal-comedie-club","Le Terminal Comédie Club","Le Terminal Comedie Club","terminalcomedieclub","https://www.instagram.com/terminalcomedieclub/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"the-comedy-nest","The Comedy Nest","The Comedy Nest","comedynest","https://www.instagram.com/comedynest/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"le-plateau-comedy-club","Le Plateau Comedy Club","Le Plateau Comedy Club","leplateaucomedyclub","https://www.instagram.com/leplateaucomedyclub/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"comedyville","Comedyville","Comedyville","comedyville","https://www.instagram.com/comedyville/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"mtl-comedy-club","MTL Comedy Club","MTL Comedy Club","mtlcomedyclub","https://www.instagram.com/mtlcomedyclub/","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"les-lundis-de-l-humour-bar-le-jockey","Les Lundis de l’Humour — Bar Le Jockey","Les Lundis de l’Humour — Bar Le Jockey","","","Comedy clubs et soirées d’humour","comedy","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","","instagram_handle_needs_research"
"pang-pang-karaoke","Pang Pang Karaoke","Pang Pang Karaoke","pangpangkaraoke","https://www.instagram.com/pangpangkaraoke/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"zoe-fondues-karaoke","Zoé Fondues Karaoké","Zoe Fondues Karaoke","zoefondueskaraoke","https://www.instagram.com/zoefondueskaraoke/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"k-100-karaoke","K-100 Karaoke","K-100 Karaoke","","","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"l-astral-2000","L’Astral 2000","L’Astral 2000","","","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"arcade-mtl","Arcade MTL","Arcade MTL","arcademtl","https://www.instagram.com/arcademtl/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-colonel-moutarde","Le Colonel Moutarde","Le Colonel Moutarde","colonelmoutarde_mtl","https://www.instagram.com/colonelmoutarde_mtl/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"l-adversaire-pub-ludique","L’Adversaire — Pub Ludique","L’Adversaire — Pub Ludique","ladversaire_mtl","https://www.instagram.com/ladversaire_mtl/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"ceramic-cafe-studio","Céramic Café Studio","Ceramic Cafe Studio","ceramiccafestudio","https://www.instagram.com/ceramiccafestudio/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"maniax","Maniax","Maniax","maniax.ca","https://www.instagram.com/maniax.ca/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"boulodrome-g-plus","Boulodrome G-Plus","Boulodrome G-Plus","quilles_g_plus","https://www.instagram.com/quilles_g_plus/","Jeux, karaokés et activités nocturnes","activity","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"village-au-pied-du-courant","Village au Pied-du-Courant","Village au Pied-du-Courant","villagepiedducourant","https://www.instagram.com/villagepiedducourant/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"marche-des-possibles","Marché des Possibles","Marche des Possibles","marchedespossibles","https://www.instagram.com/marchedespossibles/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"cafe-cleopatre","Café Cléopâtre","Cafe Cleopatre","cafecleopatre","https://www.instagram.com/cafecleopatre/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"le-monastere","Le Monastère","Le Monastere","lemonastere_","https://www.instagram.com/lemonastere_/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"cabaret-carmagnole","Cabaret Carmagnole","Cabaret Carmagnole","cabaretcarmagnole","https://www.instagram.com/cabaretcarmagnole/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"ursa","URSA","URSA","ursamtl","https://www.instagram.com/ursamtl/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"batiment-7","Bâtiment 7","Batiment 7","batiment7","https://www.instagram.com/batiment7/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"aires-libres","Aires Libres","Aires Libres","societedeveloppementvillage","https://www.instagram.com/societedeveloppementvillage/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"maison-de-l-architecture-centre-de-design-uqam","Maison de l’Architecture / Centre de design UQAM","Maison de l’Architecture / Centre de design UQAM","centrededesignuqam","https://www.instagram.com/centrededesignuqam/","Lieux hybrides, cabarets et espaces saisonniers","hybrid_space","primary_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"les-premiers-vendredis","Les Premiers Vendredis","Les Premiers Vendredis","1ersvendredis","https://www.instagram.com/1ersvendredis/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"yatai-mtl","Yatai MTL","Yatai MTL","yataimtl","https://www.instagram.com/yataimtl/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"la-poutine-week","La Poutine Week","La Poutine Week","lapoutineweek","https://www.instagram.com/lapoutineweek/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-burger-week","Le Burger Week","Le Burger Week","leburgerweek","https://www.instagram.com/leburgerweek/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"pizza-fest","Pizza Fest","Pizza Fest","pizzafestmtl","https://www.instagram.com/pizzafestmtl/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"festival-yul-eat","Festival YUL EAT","Festival YUL EAT","festivalyuleat","https://www.instagram.com/festivalyuleat/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"cabane-panache","Cabane Panache","Cabane Panache","promenadewellington","https://www.instagram.com/promenadewellington/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"festival-de-la-frayeur-la-ronde","Festival de la Frayeur / La Ronde","Festival de la Frayeur / La Ronde","laronde_sixflags","https://www.instagram.com/laronde_sixflags/","Événements culinaires et pop-ups","food_event","organizer_official","qualifying_event_host","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"silo-57","Silo 57","Silo 57","silo57","https://www.instagram.com/silo57/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"nightlife-ca","Nightlife.ca","Nightlife.ca","nightlifeca","https://www.instagram.com/nightlifeca/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"cult-mtl","Cult MTL","Cult MTL","cultmtl","https://www.instagram.com/cultmtl/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"time-out-montreal","Time Out Montréal","Time Out Montreal","timeoutmontreal","https://www.instagram.com/timeoutmontreal/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"tastet","Tastet","Tastet","tastet.ca","https://www.instagram.com/tastet.ca/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"mtl-blog","MTL Blog","MTL Blog","mtlblog","https://www.instagram.com/mtlblog/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
"montrealite","Montréalité","Montrealite","montrealite","https://www.instagram.com/montrealite/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","possible-montrealite","","","","posts,reels,stories","low","needs_research","","possible Montrealite/Montrealites similarity; not merged"
"ton-barbier","Ton Barbier","Ton Barbier","tonbarbier","https://www.instagram.com/tonbarbier/","Médias et curateurs locaux","media_curator","secondary_curator","discovery_lead_only","tier_3_secondary","unverified","","","","","posts,reels,stories","low","needs_research","",""
